Movie Name,link,year
"Blackton Sketches, No. 2",http://www.imdb.com/title/tt0229259/?ref_=adv_li_tt,1896
A Prize Fight by Jem Mace and Burke,http://www.imdb.com/title/tt2191603/?ref_=adv_li_tt,1896
Berlin: Panoptikum,http://www.imdb.com/title/tt1672725/?ref_=adv_li_tt,1896
La voiture du potier,http://www.imdb.com/title/tt0000133/?ref_=adv_li_tt,1896
Une altercation au café,http://www.imdb.com/title/tt0000130/?ref_=adv_li_tt,1896
A Surrey Garden,http://www.imdb.com/title/tt0201956/?ref_=adv_li_tt,1896
Genève (Exposition 1896): rentrée à l'étable,http://www.imdb.com/title/tt0345326/?ref_=adv_li_tt,1896
"Budapest, pont suspendu",http://www.imdb.com/title/tt1649293/?ref_=adv_li_tt,1896
The Tea Party,http://www.imdb.com/title/tt0193553/?ref_=adv_li_tt,1896
Une bonne farce,http://www.imdb.com/title/tt0226564/?ref_=adv_li_tt,1896
A Torre de Belém,http://www.imdb.com/title/tt0138881/?ref_=adv_li_tt,1896
Pêche aux sardines,http://www.imdb.com/title/tt5752422/?ref_=adv_li_tt,1896
"Fêtes franco-russes: Cherbourg, Entrée des Souverains russes et du président de la République sous le hall",http://www.imdb.com/title/tt1672757/?ref_=adv_li_tt,1896
Corrida de toros,http://www.imdb.com/title/tt0381108/?ref_=adv_li_tt,1896
Up the River,http://www.imdb.com/title/tt0202048/?ref_=adv_li_tt,1896
Baño de caballos,http://www.imdb.com/title/tt0424832/?ref_=adv_li_tt,1896
Comte de Montebello et général de Boisdeffre se rendant au Kremlin [Moscou],http://www.imdb.com/title/tt3188174/?ref_=adv_li_tt,1896
The Melbourne Cup,http://www.imdb.com/title/tt0499344/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0499344/plotsummary?ref_=adv_pl,1896
"Passaic Falls, New Jersey",http://www.imdb.com/title/tt0229641/?ref_=adv_li_tt,1896
"East Side Drive, No. 1",http://www.imdb.com/title/tt0203473/?ref_=adv_li_tt,1896
The Cascade (Geneva Exposition),http://www.imdb.com/title/tt0229292/?ref_=adv_li_tt,1896
Landing at Low Tide,http://www.imdb.com/title/tt0193281/?ref_=adv_li_tt,1896
Cortège au mariage de la princesse Maud,http://www.imdb.com/title/tt1740485/?ref_=adv_li_tt,1896
A Caninha Verde,http://www.imdb.com/title/tt0138343/?ref_=adv_li_tt,1896
Lanciers de la Reine: charge [Espagne],http://www.imdb.com/title/tt3187610/?ref_=adv_li_tt,1896
Cuban Liberty,http://www.imdb.com/title/tt2217773/?ref_=adv_li_tt,1896
A Corner of Barnet Fair,http://www.imdb.com/title/tt2224011/?ref_=adv_li_tt,1896
L'arrivée en voiture,http://www.imdb.com/title/tt1663922/?ref_=adv_li_tt,1896
Street Scene,http://www.imdb.com/title/tt2238935/?ref_=adv_li_tt,1896
"Cadiz, the Square",http://www.imdb.com/title/tt2217743/?ref_=adv_li_tt,1896
O Vira,http://www.imdb.com/title/tt0138918/?ref_=adv_li_tt,1896
Ausfahrt nach dem Alarm,http://www.imdb.com/title/tt0452969/?ref_=adv_li_tt,1896
"Seville, the Triana",http://www.imdb.com/title/tt2188881/?ref_=adv_li_tt,1896
Chirgwin Plays a Scotch Reel,http://www.imdb.com/title/tt0193056/?ref_=adv_li_tt,1896
Military Scene,http://www.imdb.com/title/tt2188825/?ref_=adv_li_tt,1896
"Fêtes franco-russes: Paris, la foule sur la place de l'Opéra",http://www.imdb.com/title/tt3188484/?ref_=adv_li_tt,1896
Going Away,http://www.imdb.com/title/tt2210635/?ref_=adv_li_tt,1896
Edison Drawn by 'World' Artist,http://www.imdb.com/title/tt0229364/?ref_=adv_li_tt,1896
Bathers on the Beach at Brighton,http://www.imdb.com/title/tt2181833/?ref_=adv_li_tt,1896
The Queen and the Emperor and Empress of Russia at Balmoral,http://www.imdb.com/title/tt2271679/?ref_=adv_li_tt,1896
Les tribulations d'un concierge,http://www.imdb.com/title/tt0000127/?ref_=adv_li_tt,1896
Yarmouth: Fishing Boats Leaving Harbour,http://www.imdb.com/title/tt2262465/?ref_=adv_li_tt,1896
Passengers Alighting from Ferry Brighton at Manly,http://www.imdb.com/title/tt0499360/?ref_=adv_li_tt,1896
"Dresde, vieux quartier à l'Exposition",http://www.imdb.com/title/tt1672750/?ref_=adv_li_tt,1896
Comitiva presidencial del 16 de septiembre,http://www.imdb.com/title/tt0424904/?ref_=adv_li_tt,1896
Land at Low Tide,http://www.imdb.com/title/tt2221725/?ref_=adv_li_tt,1896
Danseuses des rues,http://www.imdb.com/title/tt0928126/?ref_=adv_li_tt,1896
Turn-Out of a Fire Brigade,http://www.imdb.com/title/tt2238981/?ref_=adv_li_tt,1896
The Gordon Highlanders,http://www.imdb.com/title/tt2191847/?ref_=adv_li_tt,1896
On Brighton Beach,http://www.imdb.com/title/tt2185469/?ref_=adv_li_tt,1896
Juvenile Plate Race,http://www.imdb.com/title/tt2238811/?ref_=adv_li_tt,1896
Concours de bébés,http://www.imdb.com/title/tt1654006/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 3)",http://www.imdb.com/title/tt1742661/?ref_=adv_li_tt,1896
Tigres,http://www.imdb.com/title/tt1741590/?ref_=adv_li_tt,1896
(7ème) Cuirassiers: défilé (par escadron),http://www.imdb.com/title/tt3195904/?ref_=adv_li_tt,1896
"Tom Merry, Lightning Cartoonist IV",http://www.imdb.com/title/tt1125839/?ref_=adv_li_tt,1896
Streets of Cairo,http://www.imdb.com/title/tt0203956/?ref_=adv_li_tt,1896
Herald Square,http://www.imdb.com/title/tt0205127/?ref_=adv_li_tt,1896
Patineur grotesque,http://www.imdb.com/title/tt1666779/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 2)",http://www.imdb.com/title/tt1742660/?ref_=adv_li_tt,1896
Réception de S.M. l'Empereur Guillaume II: Réception de S.M. l'Empereur d'Allemagne à Francfort-sur-le-Main,http://www.imdb.com/title/tt3195994/?ref_=adv_li_tt,1896
Baile de la romeria Española en el Tivoli del eliseo,http://www.imdb.com/title/tt0424819/?ref_=adv_li_tt,1896
Wine Garden Scene,http://www.imdb.com/title/tt0204057/?ref_=adv_li_tt,1896
Russian Street Scene,http://www.imdb.com/title/tt0229686/?ref_=adv_li_tt,1896
Artillery Scene at Peekskill,http://www.imdb.com/title/tt2191611/?ref_=adv_li_tt,1896
Hyde Park Bicycling Scene,http://www.imdb.com/title/tt1318026/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt1318026/plotsummary?ref_=adv_pl,1896
Wm. McKinley Receiving Telegram Announcing His Election,http://www.imdb.com/title/tt2188963/?ref_=adv_li_tt,1896
Knights of Templar Parade,http://www.imdb.com/title/tt2217843/?ref_=adv_li_tt,1896
Houses of Parliament,http://www.imdb.com/title/tt2205513/?ref_=adv_li_tt,1896
Un bal d'enfants,http://www.imdb.com/title/tt2224547/?ref_=adv_li_tt,1896
Levée des filets de pêche,http://www.imdb.com/title/tt1663927/?ref_=adv_li_tt,1896
Cyclistes et cavaliers arrivant au cottage,http://www.imdb.com/title/tt1649300/?ref_=adv_li_tt,1896
L.L. M.M. le Tsar et la Tsarine entrant dans l'église de l'Assomption [Moscou],http://www.imdb.com/title/tt3187640/?ref_=adv_li_tt,1896
Coster Monger,http://www.imdb.com/title/tt2184145/?ref_=adv_li_tt,1896
A Watermelon Feast,http://www.imdb.com/title/tt0000135/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 8)",http://www.imdb.com/title/tt1742666/?ref_=adv_li_tt,1896
"Golfing Extraordinary, Five Gentlemen",http://www.imdb.com/title/tt0187864/?ref_=adv_li_tt,1896
"Vienne, Entrée du cinématographe",http://www.imdb.com/title/tt2459076/?ref_=adv_li_tt,1896
Elección de yuntas,http://www.imdb.com/title/tt0424987/?ref_=adv_li_tt,1896
Opening of the Cardiff Exhibition by H.R.H. the Prince of Wales,http://www.imdb.com/title/tt1199680/?ref_=adv_li_tt,1896
A Visit to the Zoo,http://www.imdb.com/title/tt2238727/?ref_=adv_li_tt,1896
"Blackton Sketches, No. 3",http://www.imdb.com/title/tt0233353/?ref_=adv_li_tt,1896
"Londres, Piccadilly Circus",http://www.imdb.com/title/tt2459020/?ref_=adv_li_tt,1896
The Doomed Chimney Stack,http://www.imdb.com/title/tt2211043/?ref_=adv_li_tt,1896
Buffalo Horse Market,http://www.imdb.com/title/tt0204927/?ref_=adv_li_tt,1896
Danse au bivouac,http://www.imdb.com/title/tt1654009/?ref_=adv_li_tt,1896
Une allée du bois de Vincennes,http://www.imdb.com/title/tt3188490/?ref_=adv_li_tt,1896
Tower Bridge Working,http://www.imdb.com/title/tt2194705/?ref_=adv_li_tt,1896
Puerta del Sol,http://www.imdb.com/title/tt2205587/?ref_=adv_li_tt,1896
"Berlin, Hallesches Thor",http://www.imdb.com/title/tt2460086/?ref_=adv_li_tt,1896
A Dança Serpentina,http://www.imdb.com/title/tt2191599/?ref_=adv_li_tt,1896
Jarabe tapatío,http://www.imdb.com/title/tt0425149/?ref_=adv_li_tt,1896
"West Point Cadet Drill, No. 1",http://www.imdb.com/title/tt0204051/?ref_=adv_li_tt,1896
Passengers Disembarking from S.S. Columbia,http://www.imdb.com/title/tt2217901/?ref_=adv_li_tt,1896
Parade at Canton O. Showing Major McKinley in Carriage,http://www.imdb.com/title/tt2261949/?ref_=adv_li_tt,1896
l'Impératrice mère et la grande duchesse [de Turquie] Eugénie [Xénia] en carrosse [Moscou],http://www.imdb.com/title/tt3188132/?ref_=adv_li_tt,1896
Tramway à vapeur et passagers,http://www.imdb.com/title/tt0337324/?ref_=adv_li_tt,1896
Salut malencontreux d'un déserteur,http://www.imdb.com/title/tt0000118/?ref_=adv_li_tt,1896
Concert,http://www.imdb.com/title/tt1663890/?ref_=adv_li_tt,1896
"Marseille, la Canebière",http://www.imdb.com/title/tt1672807/?ref_=adv_li_tt,1896
No Jardim,http://www.imdb.com/title/tt0138659/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0138659/plotsummary?ref_=adv_pl,1896
New York Fire Department,http://www.imdb.com/title/tt0203734/?ref_=adv_li_tt,1896
S.S. Columbia,http://www.imdb.com/title/tt2205593/?ref_=adv_li_tt,1896
Couronnement du Czar: Les Souverains et les Invités se rendant au sacre (escalier rouge),http://www.imdb.com/title/tt1672756/?ref_=adv_li_tt,1896
A Feira de S. Bento,http://www.imdb.com/title/tt0138441/?ref_=adv_li_tt,1896
Une femme au bain,http://www.imdb.com/title/tt2185529/?ref_=adv_li_tt,1896
Soldiers in Portsmouth,http://www.imdb.com/title/tt2217941/?ref_=adv_li_tt,1896
Sawing Wood,http://www.imdb.com/title/tt0203855/?ref_=adv_li_tt,1896
Alger: rue Bab-Azoun,http://www.imdb.com/title/tt1672718/?ref_=adv_li_tt,1896
A Rua do Ouro,http://www.imdb.com/title/tt0138760/?ref_=adv_li_tt,1896
Avenida da Liberdade,http://www.imdb.com/title/tt0138308/?ref_=adv_li_tt,1896
Scaphandrier,http://www.imdb.com/title/tt1663938/?ref_=adv_li_tt,1896
Park Police Drill Left Wheel and Forward,http://www.imdb.com/title/tt0203781/?ref_=adv_li_tt,1896
Députations asiatiques,http://www.imdb.com/title/tt3188158/?ref_=adv_li_tt,1896
Asbury Park Baby Parade No. 1,http://www.imdb.com/title/tt2181821/?ref_=adv_li_tt,1896
O Senhor Morgado,http://www.imdb.com/title/tt0138793/?ref_=adv_li_tt,1896
Broadway at 14th Street,http://www.imdb.com/title/tt0284925/?ref_=adv_li_tt,1896
Unter den Linden,http://www.imdb.com/title/tt0453273/?ref_=adv_li_tt,1896
Canadian Falls: Panoramic View from Michigan Central R.R.,http://www.imdb.com/title/tt0203374/?ref_=adv_li_tt,1896
"Munich, Maximilianeum",http://www.imdb.com/title/tt1736623/?ref_=adv_li_tt,1896
"Madrid, porte de Tolède",http://www.imdb.com/title/tt3187596/?ref_=adv_li_tt,1896
Uma Salva de Artilharia na Serra do Pilar,http://www.imdb.com/title/tt0138895/?ref_=adv_li_tt,1896
"Taken from Trolley in Gorge, Niagara Falls",http://www.imdb.com/title/tt0203971/?ref_=adv_li_tt,1896
Sousse: Marché aux charbons (avec chameaux),http://www.imdb.com/title/tt1732162/?ref_=adv_li_tt,1896
Les bains de la jetée des pâquis,http://www.imdb.com/title/tt0335970/?ref_=adv_li_tt,1896
Portsmouth: The Ferry,http://www.imdb.com/title/tt2207553/?ref_=adv_li_tt,1896
"Parade, Americus Club, Canton Ohio",http://www.imdb.com/title/tt0203775/?ref_=adv_li_tt,1896
Die Wachtparade,http://www.imdb.com/title/tt0453304/?ref_=adv_li_tt,1896
Irish Way of Discussing Politics,http://www.imdb.com/title/tt0285231/?ref_=adv_li_tt,1896
"Panoramic View from Trolley, Atlantic City",http://www.imdb.com/title/tt0203773/?ref_=adv_li_tt,1896
Vue de la mer,http://www.imdb.com/title/tt1029401/?ref_=adv_li_tt,1896
Select Scenes from 'The Corsican Brothers',http://www.imdb.com/title/tt2185497/?ref_=adv_li_tt,1896
Le czar en France - défilé des troupes,http://www.imdb.com/title/tt0350750/?ref_=adv_li_tt,1896
Jeux d'enfants dans une rue,http://www.imdb.com/title/tt1982728/?ref_=adv_li_tt,1896
Yarmouth Sands,http://www.imdb.com/title/tt2238997/?ref_=adv_li_tt,1896
Washington Market,http://www.imdb.com/title/tt2262411/?ref_=adv_li_tt,1896
Children at Play No. 1,http://www.imdb.com/title/tt2221631/?ref_=adv_li_tt,1896
"Rua Augusta, Lisboa",http://www.imdb.com/title/tt2194649/?ref_=adv_li_tt,1896
"Milan, place du Dôme",http://www.imdb.com/title/tt1192430/?ref_=adv_li_tt,1896
Bryan Train Scene at Orange,http://www.imdb.com/title/tt2178965/?ref_=adv_li_tt,1896
Ocean Waves in a Storm,http://www.imdb.com/title/tt2188845/?ref_=adv_li_tt,1896
"Madrid, Puerto del Sol",http://www.imdb.com/title/tt2217865/?ref_=adv_li_tt,1896
An Arrest,http://www.imdb.com/title/tt0229222/?ref_=adv_li_tt,1896
Le premier cigare,http://www.imdb.com/title/tt2184231/?ref_=adv_li_tt,1896
Bowling Green,http://www.imdb.com/title/tt0275978/?ref_=adv_li_tt,1896
"Tom Merry, Lightning Cartoonist III",http://www.imdb.com/title/tt1125838/?ref_=adv_li_tt,1896
Turkish Harem Scene,http://www.imdb.com/title/tt2184327/?ref_=adv_li_tt,1896
Clark's Thread Mill,http://www.imdb.com/title/tt0203403/?ref_=adv_li_tt,1896
Panorama pris depuis une plate-forme mobile,http://www.imdb.com/title/tt1982810/?ref_=adv_li_tt,1896
Evian: Embarquement,http://www.imdb.com/title/tt2459010/?ref_=adv_li_tt,1896
A Crowd in the City,http://www.imdb.com/title/tt2210399/?ref_=adv_li_tt,1896
Place de la Comédie,http://www.imdb.com/title/tt1982820/?ref_=adv_li_tt,1896
Cavalcade (Char du soleil),http://www.imdb.com/title/tt1663883/?ref_=adv_li_tt,1896
Prince of Wales' Famous Horse,http://www.imdb.com/title/tt0229663/?ref_=adv_li_tt,1896
"Pointing Down Gorge, Niagara Falls",http://www.imdb.com/title/tt0203811/?ref_=adv_li_tt,1896
Contortionist,http://www.imdb.com/title/tt0187794/?ref_=adv_li_tt,1896
Lazamiento de un caballo salvaje,http://www.imdb.com/title/tt0425188/?ref_=adv_li_tt,1896
"Parade of Bicyclists at Brooklyn, New York",http://www.imdb.com/title/tt0229633/?ref_=adv_li_tt,1896
Mess Call,http://www.imdb.com/title/tt0477341/?ref_=adv_li_tt,1896
"Niagara Falls, Whirlpool",http://www.imdb.com/title/tt2184245/?ref_=adv_li_tt,1896
Princess Maud's Wedding,http://www.imdb.com/title/tt2182073/?ref_=adv_li_tt,1896
The Old German Mill,http://www.imdb.com/title/tt2221841/?ref_=adv_li_tt,1896
Atlantic City Bathers,http://www.imdb.com/title/tt0203320/?ref_=adv_li_tt,1896
Children Playing in the Sea,http://www.imdb.com/title/tt2217761/?ref_=adv_li_tt,1896
Westminster Bridge,http://www.imdb.com/title/tt2205687/?ref_=adv_li_tt,1896
Petticoat Lane,http://www.imdb.com/title/tt2182059/?ref_=adv_li_tt,1896
Children on the Beach,http://www.imdb.com/title/tt2217763/?ref_=adv_li_tt,1896
"Panorama of American & Canadian Falls, Taken Opposite American Falls",http://www.imdb.com/title/tt0203772/?ref_=adv_li_tt,1896
"Li Hung Chang, 5th Avenue & 55th Street, N.Y.",http://www.imdb.com/title/tt0203651/?ref_=adv_li_tt,1896
Sidewalks of New York,http://www.imdb.com/title/tt0286100/?ref_=adv_li_tt,1896
"Lausanne, défilé du 8ème bataillon",http://www.imdb.com/title/tt1741537/?ref_=adv_li_tt,1896
"Whirlpool Rapids, from Bottom of Canadian Shore",http://www.imdb.com/title/tt0205522/?ref_=adv_li_tt,1896
"American Falls, Goat Island",http://www.imdb.com/title/tt0203290/?ref_=adv_li_tt,1896
Au cabaret,http://www.imdb.com/title/tt2188665/?ref_=adv_li_tt,1896
Boxing Match Between a Man and a Woman,http://www.imdb.com/title/tt2261343/?ref_=adv_li_tt,1896
"Rome, pont Ripetta",http://www.imdb.com/title/tt1740541/?ref_=adv_li_tt,1896
Puerto de Toledo,http://www.imdb.com/title/tt2188861/?ref_=adv_li_tt,1896
Alger: place du gouvernement,http://www.imdb.com/title/tt1736537/?ref_=adv_li_tt,1896
Fast Train,http://www.imdb.com/title/tt2253971/?ref_=adv_li_tt,1896
Brighton Pier,http://www.imdb.com/title/tt2210519/?ref_=adv_li_tt,1896
"Brooklyn, Fulton Street",http://www.imdb.com/title/tt1740477/?ref_=adv_li_tt,1896
Défilé de jeunes filles au lycée,http://www.imdb.com/title/tt2458884/?ref_=adv_li_tt,1896
Niagara Gorge from Erie R.R.,http://www.imdb.com/title/tt0203735/?ref_=adv_li_tt,1896
"Nîmes, sortie de l'église",http://www.imdb.com/title/tt1964967/?ref_=adv_li_tt,1896
Threshing Machine,http://www.imdb.com/title/tt0203984/?ref_=adv_li_tt,1896
Cissy Fitzgerald,http://www.imdb.com/title/tt0276018/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0276018/plotsummary?ref_=adv_pl,1896
"Lower Rapids, Niagara Falls",http://www.imdb.com/title/tt0203657/?ref_=adv_li_tt,1896
"New York, Whitehall Street",http://www.imdb.com/title/tt1676969/?ref_=adv_li_tt,1896
Géant et nain,http://www.imdb.com/title/tt1666763/?ref_=adv_li_tt,1896
Scenes on the Bois de Boulogne,http://www.imdb.com/title/tt0286048/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0286048/plotsummary?ref_=adv_pl,1896
Arrivée du bateau de Douvres à Boulogne,http://www.imdb.com/title/tt4314396/?ref_=adv_li_tt,1896
Feeding Pelicans at the Zoo,http://www.imdb.com/title/tt2238781/?ref_=adv_li_tt,1896
Barcelos,http://www.imdb.com/title/tt0138313/?ref_=adv_li_tt,1896
The Monkey's Feast,http://www.imdb.com/title/tt0203696/?ref_=adv_li_tt,1896
Surf at Long Branch,http://www.imdb.com/title/tt0203964/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0203964/plotsummary?ref_=adv_pl,1896
Trilby Burlesque,http://www.imdb.com/title/tt0188250/?ref_=adv_li_tt,1896
The Bathers,http://www.imdb.com/title/tt1584822/?ref_=adv_li_tt,1896
"Cologne, pont de bateaux",http://www.imdb.com/title/tt1741507/?ref_=adv_li_tt,1896
Sea Scene,http://www.imdb.com/title/tt0203863/?ref_=adv_li_tt,1896
"Melbourne, les courses: sorties de chevaux",http://www.imdb.com/title/tt1736619/?ref_=adv_li_tt,1896
Ejecución de una Paella,http://www.imdb.com/title/tt2205465/?ref_=adv_li_tt,1896
West Point Cadet Cavalry,http://www.imdb.com/title/tt0204048/?ref_=adv_li_tt,1896
Départ de cyclistes,http://www.imdb.com/title/tt1663905/?ref_=adv_li_tt,1896
"Hyde Park, London",http://www.imdb.com/title/tt0229465/?ref_=adv_li_tt,1896
Carmen Romero Rubio de Díaz y familiares en carruaje en el paseo de la reforma,http://www.imdb.com/title/tt0424881/?ref_=adv_li_tt,1896
"Canadian Falls: Table Rock, No. 2",http://www.imdb.com/title/tt0203376/?ref_=adv_li_tt,1896
Jury de peinture,http://www.imdb.com/title/tt2217841/?ref_=adv_li_tt,1896
A Street in Portsmouth,http://www.imdb.com/title/tt2210409/?ref_=adv_li_tt,1896
Sea Beach Scene,http://www.imdb.com/title/tt2217933/?ref_=adv_li_tt,1896
Children in the Nursery,http://www.imdb.com/title/tt0201524/?ref_=adv_li_tt,1896
Railway Scene,http://www.imdb.com/title/tt2184259/?ref_=adv_li_tt,1896
Wrestling Pony and Man,http://www.imdb.com/title/tt0204062/?ref_=adv_li_tt,1896
"Horseshoe Falls from Table Rock, Canadian Side",http://www.imdb.com/title/tt0205139/?ref_=adv_li_tt,1896
The Garden Party on the Lawn,http://www.imdb.com/title/tt2182173/?ref_=adv_li_tt,1896
"Pennsylvania R.R., New Brunswick",http://www.imdb.com/title/tt0203789/?ref_=adv_li_tt,1896
A Street in Brighton,http://www.imdb.com/title/tt2210407/?ref_=adv_li_tt,1896
"American Falls, Luna Island",http://www.imdb.com/title/tt0203291/?ref_=adv_li_tt,1896
"Carmaux, chargement du coke",http://www.imdb.com/title/tt1672742/?ref_=adv_li_tt,1896
Arrivée d'un tramway,http://www.imdb.com/title/tt2207437/?ref_=adv_li_tt,1896
"Venise, Pigeons sur la place St.Marc",http://www.imdb.com/title/tt2458958/?ref_=adv_li_tt,1896
"Dresden, August-Brücke",http://www.imdb.com/title/tt1740487/?ref_=adv_li_tt,1896
Sortie de la pompe,http://www.imdb.com/title/tt1663948/?ref_=adv_li_tt,1896
Telephone Appointment,http://www.imdb.com/title/tt0287010/?ref_=adv_li_tt,1896
Les tribulations d'un concierge,http://www.imdb.com/title/tt3188444/?ref_=adv_li_tt,1896
"Argyle Street, Glasgow",http://www.imdb.com/title/tt2194505/?ref_=adv_li_tt,1896
West Point Cadet Cavalry Drill,http://www.imdb.com/title/tt0204050/?ref_=adv_li_tt,1896
McKinley Parade No. 1,http://www.imdb.com/title/tt2179145/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 6)",http://www.imdb.com/title/tt1742664/?ref_=adv_li_tt,1896
"Lisbon, Praça do Municipio",http://www.imdb.com/title/tt2224311/?ref_=adv_li_tt,1896
Landing of the 'Grand Republic',http://www.imdb.com/title/tt2241283/?ref_=adv_li_tt,1896
"Barcelone, panorama du port I",http://www.imdb.com/title/tt1676880/?ref_=adv_li_tt,1896
"Union Square, New York",http://www.imdb.com/title/tt0204011/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt0204011/plotsummary?ref_=adv_pl,1896
Cycling in Hyde Park,http://www.imdb.com/title/tt2181879/?ref_=adv_li_tt,1896
Nicht mehr allein,http://www.imdb.com/title/tt0453174/?ref_=adv_li_tt,1896
"Parade, Elkins Cadets, Canton, O.",http://www.imdb.com/title/tt0203776/?ref_=adv_li_tt,1896
"Canadian Falls: Table Rock, No. 1",http://www.imdb.com/title/tt0203375/?ref_=adv_li_tt,1896
Arrival of the Queen and the Emperor and Empress of Russia at Mar Lodge,http://www.imdb.com/title/tt2178933/?ref_=adv_li_tt,1896
Little Jake and the Big Dutch Girl,http://www.imdb.com/title/tt2210765/?ref_=adv_li_tt,1896
Coimbra,http://www.imdb.com/title/tt0138369/?ref_=adv_li_tt,1896
The Arrival of Li Huang Chang,http://www.imdb.com/title/tt0229223/?ref_=adv_li_tt,1896
Atelier de charronnage,http://www.imdb.com/title/tt2197813/?ref_=adv_li_tt,1896
"New York, arrivée d'un train à Bathery Place",http://www.imdb.com/title/tt1672817/?ref_=adv_li_tt,1896
Park Police Drill Mount and Dismounting,http://www.imdb.com/title/tt0203782/?ref_=adv_li_tt,1896
"Atlantic Avenue, Boston",http://www.imdb.com/title/tt0229225/?ref_=adv_li_tt,1896
Vista de Moinhos,http://www.imdb.com/title/tt2205679/?ref_=adv_li_tt,1896
Amy Muller,http://www.imdb.com/title/tt0307957/?ref_=adv_li_tt,1896
"Showing Group of Bathers, Atlantic City Beach",http://www.imdb.com/title/tt0203900/?ref_=adv_li_tt,1896
H.R.H. the Prince of Wales,http://www.imdb.com/title/tt2253983/?ref_=adv_li_tt,1896
"Train Coming Out of Station, Philadelphia, Pa.",http://www.imdb.com/title/tt0203996/?ref_=adv_li_tt,1896
West Point Cadet Drill No. 2,http://www.imdb.com/title/tt2179277/?ref_=adv_li_tt,1896
Rapids at Cave of the Winds,http://www.imdb.com/title/tt0205350/?ref_=adv_li_tt,1896
"View on Boulevard, New York City",http://www.imdb.com/title/tt0204028/?ref_=adv_li_tt,1896
Street Scene,http://www.imdb.com/title/tt2184285/?ref_=adv_li_tt,1896
Chicago and Buffalo Express,http://www.imdb.com/title/tt0204951/?ref_=adv_li_tt,1896
Crowded Streets in London,http://www.imdb.com/title/tt2194547/?ref_=adv_li_tt,1896
Alumnos de Chapultepec desfilando,http://www.imdb.com/title/tt0424793/?ref_=adv_li_tt,1896
Alger: déchargement au port,http://www.imdb.com/title/tt3187574/?ref_=adv_li_tt,1896
Devant's Hand Shadows,http://www.imdb.com/title/tt0193095/?ref_=adv_li_tt,1896
Nègres dansant dans la rue,http://www.imdb.com/title/tt0928159/?ref_=adv_li_tt,1896
Rough Sea at Ramsgate No. 2,http://www.imdb.com/title/tt2241485/?ref_=adv_li_tt,1896
Chegada de um Comboio Americano a Cadoucos,http://www.imdb.com/title/tt2181859/?ref_=adv_li_tt,1896
Ejercicios a la bayoneta por los alumnos del colegio militar de Chapultepec,http://www.imdb.com/title/tt0424984/?ref_=adv_li_tt,1896
Komische Begegnung im Tiergarten zu Stockholm,http://www.imdb.com/title/tt0405082/?ref_=adv_li_tt,1896
Mercato del pesce (Genova),http://www.imdb.com/title/tt2191753/?ref_=adv_li_tt,1896
Football Match,http://www.imdb.com/title/tt2241171/?ref_=adv_li_tt,1896
Royal Train,http://www.imdb.com/title/tt1319161/?ref_=adv_li_tt,1896
See full summary,http://www.imdb.com/title/tt1319161/plotsummary?ref_=adv_pl,1896
"A Rua do Ouro, Lisboa",http://www.imdb.com/title/tt2194495/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 5)",http://www.imdb.com/title/tt1742663/?ref_=adv_li_tt,1896
Sandow No. 2,http://www.imdb.com/title/tt2221787/?ref_=adv_li_tt,1896
Scieurs de bois,http://www.imdb.com/title/tt1666789/?ref_=adv_li_tt,1896
Um Arraial no Bonfim,http://www.imdb.com/title/tt0138894/?ref_=adv_li_tt,1896
"Monza, L.L. M.M. le Roi et la Reine d'Italie",http://www.imdb.com/title/tt1672812/?ref_=adv_li_tt,1896
Chicago Fast Mail NYC. R.R.,http://www.imdb.com/title/tt0203396/?ref_=adv_li_tt,1896
Brighton Beach,http://www.imdb.com/title/tt2238749/?ref_=adv_li_tt,1896
"Nice, Carnaval (N° 7)",http://www.imdb.com/title/tt1742665/?ref_=adv_li_tt,1896
Baignade de nègres,http://www.imdb.com/title/tt1653998/?ref_=adv_li_tt,1896
The Broken Melody,http://www.imdb.com/title/tt0201495/?ref_=adv_li_tt,1896
Proceso del soldado Antonio Navarro,http://www.imdb.com/title/tt0425377/?ref_=adv_li_tt,1896
Le Ring,http://www.imdb.com/title/tt0222323/?ref_=adv_li_tt,1896
Berlin: inauguration du monument de Guillaume 1er: inauguration,http://www.imdb.com/title/tt1672726/?ref_=adv_li_tt,1896
Vista da Praia de Ourigo,http://www.imdb.com/title/tt2188947/?ref_=adv_li_tt,1896
Plaza del Puerto en Barcelona,http://www.imdb.com/title/tt2191771/?ref_=adv_li_tt,1896
"Budapest, cortège de la Couronne",http://www.imdb.com/title/tt1672739/?ref_=adv_li_tt,1896
